task_id,task_type,task_phase,workload,target_output,priority,deadline_timestamp,location_id,dependency_task_id,estimated_travel_distance_km,required_machine_type,required_attachment,required_skill_level,status
T00957,trenching,active,medium,25.0,3,2026-01-15T06:00:00,LOC010,null,1.52,excavator,ripper,intermediate,pending
T00958,hauling,setup,light,25.2,1,2026-01-06T06:00:00,LOC002,null,3.71,hauler,hammer,novice,active
T00959,loading,active,light,15.8,3,2026-01-09T06:00:00,LOC007,null,4.89,loader,bucket,novice,pending
T00960,excavation,wrap_up,heavy,325.7,3,2026-01-10T06:00:00,LOC009,null,2.08,excavator,bucket,advanced,completed
T00961,excavation,setup,heavy,53.6,2,2026-01-08T06:00:00,LOC001,null,4.94,excavator,hammer,novice,pending
T00962,grading,active,medium,646.5,4,2026-01-15T06:00:00,LOC010,null,1.56,grader,bucket,intermediate,blocked
T00963,excavation,setup,light,330.0,2,2026-01-19T06:00:00,LOC007,T00613,2.6,excavator,grapple,intermediate,active
T00964,grading,active,heavy,854.2,4,2026-01-03T06:00:00,LOC007,null,4.79,grader,bucket,advanced,pending
T00965,excavation,active,medium,286.1,5,2026-01-27T06:00:00,LOC001,null,1.3,excavator,grapple,advanced,pending
T00966,grading,active,medium,686.8,3,2026-01-29T06:00:00,LOC004,null,0.52,grader,hammer,advanced,completed
T00967,grading,active,light,206.4,2,2026-01-12T06:00:00,LOC007,null,3.5,grader,blade,advanced,pending
T00968,trenching,active,medium,58.6,2,2026-01-23T06:00:00,LOC006,null,1.16,excavator,blade,advanced,pending
T00969,excavation,active,medium,57.9,1,2026-01-26T06:00:00,LOC002,T00875,0.39,excavator,blade,novice,pending
T00970,grading,active,light,881.7,3,2026-01-13T06:00:00,LOC007,null,0.38,grader,bucket,intermediate,completed
T00971,loading,setup,heavy,25.7,4,2026-01-21T06:00:00,LOC002,null,0.13,loader,bucket,intermediate,completed
T00972,hauling,active,medium,22.4,3,2026-01-13T06:00:00,LOC001,null,4.56,hauler,grapple,intermediate,active
T00973,trenching,active,medium,172.9,2,2026-01-07T06:00:00,LOC005,null,0.93,excavator,bucket,intermediate,completed
T00974,stockpiling,active,light,202.6,3,2026-01-15T06:00:00,LOC003,null,2.81,loader,ripper,advanced,pending
T00975,loading,active,medium,24.2,3,2026-01-09T06:00:00,LOC002,T00732,0.57,loader,ripper,intermediate,completed
T00976,trenching,active,light,186.7,1,2026-01-05T06:00:00,LOC008,null,2.18,excavator,bucket,intermediate,completed
T00977,excavation,setup,heavy,345.5,2,2026-01-02T06:00:00,LOC003,null,1.09,excavator,blade,intermediate,completed
T00978,hauling,active,light,34.1,2,2026-01-10T06:00:00,LOC005,null,1.2,hauler,blade,intermediate,completed
T00979,hauling,active,medium,5.5,5,2026-01-02T06:00:00,LOC007,T00847,2.77,hauler,ripper,advanced,completed
T00980,hauling,wrap_up,light,14.1,3,2026-01-25T06:00:00,LOC008,null,2.56,hauler,hammer,intermediate,completed
T00981,trenching,wrap_up,light,134.1,2,2026-01-16T06:00:00,LOC010,null,1.34,excavator,ripper,advanced,pending
T00982,trenching,setup,heavy,56.8,4,2026-01-11T06:00:00,LOC006,null,3.01,excavator,hammer,novice,pending
T00983,stockpiling,active,medium,50.3,1,2026-01-22T06:00:00,LOC008,null,2.55,loader,hammer,novice,completed
T00984,loading,active,heavy,73.6,4,2026-01-07T06:00:00,LOC010,null,1.22,loader,grapple,advanced,active
T00985,loading,active,medium,59.4,5,2026-01-25T06:00:00,LOC001,T00738,4.97,loader,blade,advanced,active
T00986,grading,setup,medium,402.0,4,2026-01-07T06:00:00,LOC003,null,2.31,grader,grapple,intermediate,blocked
T00987,excavation,active,light,289.9,2,2026-01-04T06:00:00,LOC009,T00142,0.56,excavator,hammer,advanced,pending
T00988,grading,active,heavy,194.8,4,2026-01-30T06:00:00,LOC002,null,1.48,grader,hammer,novice,blocked
T00989,trenching,active,heavy,81.1,5,2026-01-23T06:00:00,LOC006,null,1.53,excavator,blade,intermediate,pending
T00990,excavation,active,medium,124.4,1,2026-01-12T06:00:00,LOC004,null,2.46,excavator,bucket,advanced,completed
T00991,excavation,active,medium,490.7,2,2026-01-10T06:00:00,LOC002,T00695,1.66,excavator,grapple,advanced,active
T00992,excavation,setup,medium,406.5,5,2026-01-12T06:00:00,LOC005,null,3.65,excavator,blade,advanced,pending
T00993,loading,active,light,93.3,1,2026-01-06T06:00:00,LOC002,null,4.41,loader,blade,intermediate,active
T00994,hauling,wrap_up,heavy,45.3,1,2026-01-28T06:00:00,LOC010,null,2.66,hauler,hammer,novice,pending
T00995,trenching,active,medium,104.8,4,2026-01-17T06:00:00,LOC007,null,2.2,excavator,ripper,advanced,completed
T00996,excavation,active,heavy,127.9,4,2026-01-22T06:00:00,LOC001,T00318,2.0,excavator,hammer,advanced,blocked
T00997,hauling,setup,medium,46.6,5,2026-01-29T06:00:00,LOC001,null,4.8,hauler,blade,novice,pending
T00998,trenching,active,heavy,50.5,4,2026-01-08T06:00:00,LOC008,null,2.83,excavator,grapple,novice,completed
T00999,grading,setup,heavy,690.2,2,2026-01-30T06:00:00,LOC006,null,3.52,grader,ripper,advanced,pending
T01000,trenching,setup,light,134.1,1,2026-01-26T06:00:00,LOC009,null,3.34,excavator,hammer,novice,blocked
T01001,excavation,active,heavy,413.0,5,2026-01-15T06:00:00,LOC009,null,1.49,excavator,hammer,advanced,blocked
T01002,hauling,active,medium,19.7,3,2026-01-11T06:00:00,LOC009,null,0.15,hauler,bucket,intermediate,blocked
T01003,trenching,setup,light,36.3,2,2026-01-14T06:00:00,LOC001,null,0.9,excavator,bucket,novice,pending
T01004,stockpiling,active,heavy,58.8,3,2026-01-10T06:00:00,LOC005,null,4.24,loader,blade,intermediate,pending
T01005,grading,setup,light,842.9,2,2026-01-22T06:00:00,LOC007,null,0.78,grader,blade,advanced,blocked
T01006,excavation,active,medium,453.9,3,2026-01-14T06:00:00,LOC003,T00522,1.77,excavator,bucket,intermediate,pending
T01007,trenching,active,medium,46.4,1,2026-01-12T06:00:00,LOC006,null,1.94,excavator,grapple,intermediate,pending
T01008,stockpiling,wrap_up,light,166.0,5,2026-01-15T06:00:00,LOC010,null,4.45,loader,blade,advanced,pending
T01009,grading,active,medium,885.7,4,2026-01-17T06:00:00,LOC004,T00191,1.14,grader,hammer,novice,pending
T01010,excavation,active,light,148.7,1,2026-01-03T06:00:00,LOC010,null,0.68,excavator,hammer,novice,active
T01011,excavation,active,medium,414.1,1,2026-01-13T06:00:00,LOC008,null,3.87,excavator,hammer,novice,active
T01012,grading,active,light,332.3,1,2026-01-14T06:00:00,LOC004,null,0.15,grader,grapple,intermediate,pending
T01013,trenching,active,light,30.7,3,2026-01-10T06:00:00,LOC001,null,4.03,excavator,hammer,novice,completed
T01014,grading,active,medium,166.6,3,2026-01-22T06:00:00,LOC001,null,1.87,grader,grapple,intermediate,completed
T01015,loading,active,heavy,25.9,4,2026-01-27T06:00:00,LOC006,null,2.07,loader,blade,advanced,pending
T01016,excavation,active,heavy,71.3,5,2026-01-10T06:00:00,LOC004,null,0.28,excavator,hammer,advanced,completed
T01017,stockpiling,active,medium,269.8,2,2026-01-28T06:00:00,LOC003,null,1.94,loader,grapple,advanced,completed
T01018,stockpiling,active,medium,157.7,2,2026-01-02T06:00:00,LOC003,T00930,3.97,loader,blade,intermediate,completed
T01019,hauling,active,light,11.0,1,2026-01-08T06:00:00,LOC008,null,2.4,hauler,grapple,novice,blocked
T01020,grading,wrap_up,light,266.6,3,2026-01-24T06:00:00,LOC004,null,4.47,grader,ripper,novice,pending
T01021,loading,active,medium,15.5,3,2026-01-16T06:00:00,LOC007,null,3.72,loader,ripper,intermediate,active
T01022,stockpiling,active,medium,264.7,3,2026-01-07T06:00:00,LOC005,null,2.59,loader,hammer,intermediate,completed
T01023,excavation,active,heavy,370.5,3,2026-01-14T06:00:00,LOC001,T00126,1.8,excavator,ripper,novice,blocked
T01024,loading,active,light,62.2,2,2026-01-16T06:00:00,LOC003,null,0.11,loader,hammer,novice,pending
T01025,loading,active,medium,10.7,2,2026-01-24T06:00:00,LOC005,null,4.66,loader,bucket,intermediate,blocked
T01026,loading,active,heavy,11.6,5,2026-01-19T06:00:00,LOC010,null,2.02,loader,ripper,advanced,active
T01027,trenching,active,medium,120.8,5,2026-01-10T06:00:00,LOC009,null,2.41,excavator,hammer,intermediate,active
T01028,grading,active,heavy,586.7,5,2026-01-21T06:00:00,LOC002,null,3.43,grader,grapple,novice,pending
T01029,hauling,wrap_up,light,5.9,3,2026-01-02T06:00:00,LOC006,null,1.3,hauler,bucket,novice,completed
T01030,trenching,active,light,142.7,3,2026-01-23T06:00:00,LOC007,null,0.21,excavator,ripper,advanced,completed
T01031,loading,setup,light,71.5,4,2026-01-26T06:00:00,LOC009,null,2.92,loader,ripper,intermediate,completed
T01032,loading,wrap_up,heavy,93.5,2,2026-01-14T06:00:00,LOC010,T00586,2.58,loader,bucket,advanced,pending
T01033,excavation,active,medium,170.1,4,2026-01-18T06:00:00,LOC006,null,0.21,excavator,bucket,novice,active
T01034,loading,setup,light,75.3,3,2026-01-30T06:00:00,LOC010,null,1.02,loader,bucket,novice,pending
T01035,grading,setup,heavy,483.3,5,2026-01-14T06:00:00,LOC007,null,0.12,grader,ripper,intermediate,pending
T01036,trenching,active,heavy,185.2,5,2026-01-17T06:00:00,LOC010,null,1.59,excavator,grapple,intermediate,blocked
T01037,grading,setup,heavy,175.4,2,2026-01-13T06:00:00,LOC001,null,1.45,grader,grapple,intermediate,completed
T01038,hauling,active,medium,12.9,2,2026-01-05T06:00:00,LOC010,null,3.17,hauler,blade,advanced,completed
T01039,excavation,active,heavy,222.8,5,2026-01-30T06:00:00,LOC002,null,2.39,excavator,hammer,novice,pending
T01040,trenching,active,light,107.1,5,2026-01-21T06:00:00,LOC005,null,1.07,excavator,grapple,advanced,blocked
T01041,excavation,active,medium,335.8,1,2026-01-27T06:00:00,LOC002,null,0.44,excavator,blade,advanced,completed
T01042,loading,active,heavy,88.2,5,2026-01-10T06:00:00,LOC004,null,3.51,loader,blade,advanced,completed
T01043,loading,active,heavy,78.0,1,2026-01-28T06:00:00,LOC004,T00689,0.52,loader,grapple,intermediate,completed
T01044,trenching,active,medium,185.5,3,2026-01-02T06:00:00,LOC002,null,0.4,excavator,blade,intermediate,active
T01045,stockpiling,setup,medium,271.9,4,2026-01-20T06:00:00,LOC004,null,4.81,loader,grapple,advanced,pending
T01046,trenching,setup,medium,149.1,2,2026-01-20T06:00:00,LOC002,null,1.81,excavator,bucket,advanced,completed
T01047,trenching,active,light,159.1,5,2026-01-17T06:00:00,LOC007,null,4.23,excavator,blade,novice,pending
T01048,trenching,wrap_up,light,187.1,1,2026-01-19T06:00:00,LOC001,null,3.87,excavator,grapple,advanced,pending
T01049,excavation,active,medium,414.3,5,2026-01-06T06:00:00,LOC008,null,3.18,excavator,bucket,novice,pending
T01050,hauling,wrap_up,medium,28.2,4,2026-01-14T06:00:00,LOC005,null,2.06,hauler,hammer,advanced,completed
T01051,hauling,setup,heavy,23.7,2,2026-01-03T06:00:00,LOC005,null,2.4,hauler,grapple,novice,completed
T01052,grading,setup,medium,156.9,1,2026-01-14T06:00:00,LOC009,null,3.12,grader,ripper,intermediate,completed
T01053,trenching,setup,heavy,151.6,3,2026-01-10T06:00:00,LOC005,null,4.39,excavator,hammer,intermediate,active
T01054,excavation,wrap_up,heavy,395.5,3,2026-01-24T06:00:00,LOC003,null,1.05,excavator,bucket,advanced,pending
T01055,trenching,active,heavy,160.0,2,2026-01-08T06:00:00,LOC010,null,2.26,excavator,grapple,intermediate,active
T01056,trenching,active,light,173.9,4,2026-01-28T06:00:00,LOC007,null,0.91,excavator,ripper,novice,blocked
T01057,grading,wrap_up,heavy,593.0,1,2026-01-14T06:00:00,LOC010,null,3.52,grader,blade,intermediate,completed
T01058,stockpiling,active,medium,250.4,2,2026-01-26T06:00:00,LOC003,null,1.23,loader,grapple,advanced,active
T01059,hauling,active,medium,39.2,2,2026-01-19T06:00:00,LOC008,null,2.44,hauler,grapple,intermediate,completed
T01060,stockpiling,active,medium,109.6,5,2026-01-05T06:00:00,LOC001,null,0.98,loader,hammer,novice,pending
T01061,hauling,wrap_up,medium,26.8,4,2026-01-04T06:00:00,LOC001,null,0.58,hauler,hammer,intermediate,active
T01062,hauling,active,medium,28.9,2,2026-01-14T06:00:00,LOC009,null,4.38,hauler,hammer,intermediate,blocked
T01063,hauling,active,heavy,10.0,1,2026-01-02T06:00:00,LOC005,null,3.06,hauler,grapple,intermediate,completed
T01064,hauling,setup,medium,13.2,1,2026-01-27T06:00:00,LOC006,null,4.91,hauler,hammer,intermediate,completed
T01065,grading,active,light,653.2,3,2026-01-26T06:00:00,LOC007,null,2.59,grader,blade,intermediate,pending
T01066,trenching,active,light,50.5,3,2026-01-24T06:00:00,LOC010,null,4.99,excavator,bucket,advanced,completed
T01067,hauling,setup,medium,49.3,3,2026-01-15T06:00:00,LOC006,null,2.37,hauler,blade,intermediate,pending
T01068,grading,wrap_up,heavy,124.9,3,2026-01-12T06:00:00,LOC009,null,3.89,grader,ripper,intermediate,active
T01069,hauling,active,medium,35.6,1,2026-01-13T06:00:00,LOC006,null,3.26,hauler,bucket,intermediate,completed
T01070,trenching,wrap_up,light,143.5,2,2026-01-15T06:00:00,LOC003,null,4.13,excavator,bucket,intermediate,pending
T01071,excavation,active,light,186.0,5,2026-01-18T06:00:00,LOC002,null,2.97,excavator,grapple,advanced,pending
T01072,hauling,active,medium,25.9,4,2026-01-06T06:00:00,LOC007,null,1.37,hauler,ripper,novice,blocked
T01073,hauling,setup,light,47.2,1,2026-01-03T06:00:00,LOC003,null,2.66,hauler,ripper,advanced,pending
T01074,trenching,active,heavy,176.3,1,2026-01-30T06:00:00,LOC002,null,1.32,excavator,bucket,intermediate,pending
T01075,trenching,active,light,188.4,2,2026-01-02T06:00:00,LOC007,null,2.97,excavator,blade,advanced,completed
T01076,excavation,active,medium,209.8,4,2026-01-20T06:00:00,LOC010,T00325,0.61,excavator,ripper,novice,active
T01077,loading,active,medium,65.0,5,2026-01-07T06:00:00,LOC005,null,3.83,loader,grapple,novice,pending
T01078,grading,active,medium,209.8,1,2026-01-04T06:00:00,LOC010,null,3.9,grader,hammer,intermediate,pending
T01079,hauling,wrap_up,medium,7.5,4,2026-01-20T06:00:00,LOC008,null,2.58,hauler,blade,intermediate,active
T01080,grading,active,medium,717.7,5,2026-01-17T06:00:00,LOC009,null,2.52,grader,hammer,intermediate,completed
T01081,loading,active,medium,13.0,1,2026-01-13T06:00:00,LOC001,null,3.51,loader,hammer,advanced,active
T01082,excavation,wrap_up,medium,154.7,2,2026-01-16T06:00:00,LOC008,null,1.74,excavator,grapple,novice,pending
T01083,hauling,wrap_up,heavy,15.3,1,2026-01-24T06:00:00,LOC006,null,4.26,hauler,bucket,intermediate,pending
T01084,loading,active,medium,96.6,5,2026-01-23T06:00:00,LOC004,null,3.83,loader,blade,intermediate,pending
T01085,excavation,active,medium,160.4,2,2026-01-02T06:00:00,LOC001,null,3.42,excavator,hammer,novice,completed
T01086,stockpiling,active,medium,281.6,3,2026-01-13T06:00:00,LOC002,null,2.19,loader,ripper,intermediate,completed
T01087,excavation,active,medium,216.0,4,2026-01-19T06:00:00,LOC003,null,0.99,excavator,blade,intermediate,blocked
T01088,hauling,active,medium,27.7,2,2026-01-06T06:00:00,LOC009,null,0.71,hauler,blade,advanced,completed
T01089,loading,active,heavy,52.7,3,2026-01-24T06:00:00,LOC005,null,4.69,loader,blade,advanced,blocked
T01090,hauling,active,heavy,21.4,2,2026-01-09T06:00:00,LOC006,null,4.62,hauler,hammer,advanced,blocked
T01091,trenching,wrap_up,light,53.8,5,2026-01-30T06:00:00,LOC010,null,3.48,excavator,hammer,intermediate,pending
T01092,trenching,active,medium,179.5,4,2026-01-25T06:00:00,LOC008,null,2.06,excavator,ripper,intermediate,pending
T01093,trenching,active,medium,80.8,5,2026-01-19T06:00:00,LOC003,null,0.84,excavator,hammer,novice,completed
T01094,excavation,active,heavy,324.1,5,2026-01-14T06:00:00,LOC008,null,2.85,excavator,hammer,intermediate,completed
T01095,hauling,active,medium,45.9,1,2026-01-07T06:00:00,LOC009,null,0.3,hauler,hammer,advanced,blocked
T01096,grading,active,medium,895.6,5,2026-01-14T06:00:00,LOC007,null,4.28,grader,grapple,advanced,pending
T01097,stockpiling,active,medium,66.8,5,2026-01-21T06:00:00,LOC007,null,2.21,loader,grapple,advanced,blocked
T01098,hauling,setup,heavy,27.2,4,2026-01-20T06:00:00,LOC002,null,1.95,hauler,ripper,intermediate,blocked
T01099,trenching,wrap_up,medium,102.0,1,2026-01-09T06:00:00,LOC006,null,4.25,excavator,grapple,advanced,pending
T01100,grading,active,heavy,503.8,4,2026-01-28T06:00:00,LOC002,null,1.34,grader,blade,advanced,pending
T01101,hauling,active,medium,14.7,1,2026-01-05T06:00:00,LOC003,null,4.69,hauler,grapple,novice,active
T01102,trenching,active,medium,181.7,2,2026-01-18T06:00:00,LOC009,null,2.15,excavator,grapple,intermediate,blocked
T01103,excavation,active,heavy,191.9,5,2026-01-13T06:00:00,LOC001,null,2.65,excavator,bucket,novice,completed
T01104,grading,active,medium,998.8,1,2026-01-22T06:00:00,LOC002,null,2.99,grader,hammer,intermediate,active
T01105,trenching,active,medium,27.8,5,2026-01-27T06:00:00,LOC009,null,0.35,excavator,hammer,advanced,pending
T01106,loading,active,medium,88.1,1,2026-01-17T06:00:00,LOC003,null,4.02,loader,bucket,novice,active
T01107,loading,active,light,48.3,2,2026-01-15T06:00:00,LOC007,null,2.54,loader,grapple,novice,pending
T01108,loading,active,medium,16.9,5,2026-01-20T06:00:00,LOC002,null,1.64,loader,ripper,novice,pending
T01109,excavation,active,medium,131.8,2,2026-01-12T06:00:00,LOC010,null,3.93,excavator,blade,advanced,completed
T01110,stockpiling,active,medium,223.6,1,2026-01-03T06:00:00,LOC001,null,0.8,loader,bucket,intermediate,pending
T01111,excavation,active,light,115.8,2,2026-01-21T06:00:00,LOC003,null,3.78,excavator,ripper,novice,pending
T01112,stockpiling,active,light,224.3,1,2026-01-17T06:00:00,LOC004,null,4.66,loader,blade,intermediate,active
T01113,excavation,active,heavy,82.3,2,2026-01-26T06:00:00,LOC008,null,4.04,excavator,ripper,advanced,active
T01114,trenching,wrap_up,medium,60.9,4,2026-01-26T06:00:00,LOC009,null,3.13,excavator,bucket,novice,pending
T01115,loading,active,light,41.8,1,2026-01-27T06:00:00,LOC005,null,0.67,loader,hammer,intermediate,active
T01116,grading,active,light,188.2,1,2026-01-03T06:00:00,LOC009,null,0.69,grader,hammer,advanced,pending
T01117,excavation,active,medium,415.4,5,2026-01-21T06:00:00,LOC002,null,3.12,excavator,ripper,advanced,pending
T01118,excavation,wrap_up,medium,285.5,1,2026-01-29T06:00:00,LOC009,null,1.92,excavator,hammer,intermediate,pending
T01119,trenching,active,medium,141.3,2,2026-01-11T06:00:00,LOC005,T00726,0.4,excavator,hammer,novice,pending
T01120,hauling,active,medium,39.1,4,2026-01-30T06:00:00,LOC008,null,0.77,hauler,bucket,advanced,pending
T01121,trenching,active,light,108.3,5,2026-01-28T06:00:00,LOC006,null,2.69,excavator,blade,intermediate,completed
T01122,excavation,active,light,153.2,5,2026-01-15T06:00:00,LOC004,null,2.49,excavator,bucket,novice,active
T01123,hauling,setup,light,30.3,2,2026-01-03T06:00:00,LOC007,null,0.34,hauler,hammer,intermediate,pending
T01124,loading,active,light,41.8,4,2026-01-07T06:00:00,LOC002,null,0.72,loader,blade,intermediate,pending
T01125,excavation,setup,heavy,178.1,3,2026-01-15T06:00:00,LOC004,null,4.66,excavator,ripper,advanced,pending
T01126,hauling,active,medium,27.0,3,2026-01-14T06:00:00,LOC009,null,3.67,hauler,hammer,advanced,completed
T01127,grading,wrap_up,heavy,797.8,5,2026-01-14T06:00:00,LOC003,null,1.37,grader,grapple,advanced,pending
T01128,excavation,active,medium,129.1,5,2026-01-27T06:00:00,LOC002,null,1.19,excavator,bucket,intermediate,pending
T01129,grading,active,medium,873.8,2,2026-01-20T06:00:00,LOC007,null,1.77,grader,bucket,novice,pending
T01130,hauling,active,heavy,23.6,5,2026-01-22T06:00:00,LOC005,null,0.62,hauler,grapple,novice,pending
T01131,trenching,active,light,78.7,2,2026-01-30T06:00:00,LOC003,null,3.51,excavator,bucket,advanced,completed
T01132,excavation,wrap_up,light,238.3,5,2026-01-16T06:00:00,LOC001,null,0.82,excavator,bucket,intermediate,pending
T01133,trenching,setup,heavy,102.8,2,2026-01-11T06:00:00,LOC007,null,1.6,excavator,ripper,intermediate,blocked
T01134,excavation,active,heavy,126.8,4,2026-01-20T06:00:00,LOC005,null,0.73,excavator,blade,advanced,pending
T01135,excavation,active,medium,341.9,2,2026-01-05T06:00:00,LOC005,null,2.35,excavator,bucket,intermediate,pending
T01136,loading,active,light,36.3,4,2026-01-17T06:00:00,LOC004,null,2.33,loader,hammer,advanced,active
T01137,hauling,active,light,49.0,5,2026-01-28T06:00:00,LOC010,null,2.91,hauler,hammer,advanced,pending
T01138,grading,active,medium,561.6,1,2026-01-06T06:00:00,LOC002,null,0.86,grader,bucket,novice,completed
T01139,trenching,active,medium,166.8,4,2026-01-08T06:00:00,LOC004,null,3.64,excavator,ripper,advanced,completed
T01140,excavation,active,light,83.4,4,2026-01-12T06:00:00,LOC008,T00121,0.75,excavator,ripper,novice,completed
T01141,hauling,active,medium,15.7,2,2026-01-03T06:00:00,LOC008,null,4.26,hauler,blade,novice,pending
T01142,loading,setup,heavy,33.0,3,2026-01-10T06:00:00,LOC007,T00470,2.76,loader,blade,advanced,blocked
T01143,loading,setup,light,14.8,1,2026-01-23T06:00:00,LOC009,T00711,0.13,loader,bucket,intermediate,active
T01144,grading,active,medium,422.2,5,2026-01-21T06:00:00,LOC002,null,3.81,grader,ripper,novice,pending
T01145,excavation,setup,light,435.7,1,2026-01-09T06:00:00,LOC007,T00457,4.24,excavator,hammer,intermediate,completed
T01146,excavation,active,medium,479.6,5,2026-01-20T06:00:00,LOC009,null,1.24,excavator,bucket,advanced,pending
T01147,excavation,active,medium,57.2,3,2026-01-06T06:00:00,LOC010,T01118,2.71,excavator,grapple,intermediate,active
T01148,trenching,wrap_up,medium,107.7,4,2026-01-25T06:00:00,LOC005,null,4.31,excavator,bucket,intermediate,pending
T01149,stockpiling,setup,medium,125.4,3,2026-01-10T06:00:00,LOC010,null,2.21,loader,grapple,novice,active
T01150,loading,setup,heavy,81.3,5,2026-01-26T06:00:00,LOC001,T01122,3.65,loader,ripper,advanced,completed
T01151,trenching,active,light,63.5,3,2026-01-03T06:00:00,LOC005,T00241,0.9,excavator,hammer,advanced,completed
T01152,hauling,active,medium,36.3,4,2026-01-14T06:00:00,LOC006,T00386,1.8,hauler,blade,novice,completed
T01153,excavation,setup,medium,244.0,3,2026-01-14T06:00:00,LOC008,null,4.81,excavator,blade,novice,active
T01154,hauling,active,light,11.9,4,2026-01-22T06:00:00,LOC005,null,2.33,hauler,hammer,advanced,active
T01155,trenching,active,heavy,165.1,5,2026-01-07T06:00:00,LOC009,null,1.74,excavator,bucket,advanced,completed
T01156,trenching,active,medium,88.9,5,2026-01-08T06:00:00,LOC009,null,4.86,excavator,hammer,advanced,pending
T01157,excavation,active,heavy,351.8,3,2026-01-24T06:00:00,LOC007,null,1.44,excavator,grapple,advanced,active
T01158,grading,setup,medium,994.2,5,2026-01-06T06:00:00,LOC007,T00441,0.6,grader,bucket,intermediate,pending
T01159,excavation,active,light,399.9,1,2026-01-21T06:00:00,LOC001,T00740,0.81,excavator,ripper,advanced,pending
T01160,loading,active,medium,54.6,5,2026-01-11T06:00:00,LOC007,null,4.13,loader,bucket,novice,pending
T01161,stockpiling,active,medium,91.7,4,2026-01-12T06:00:00,LOC008,null,2.49,loader,bucket,advanced,completed
T01162,grading,wrap_up,medium,168.9,1,2026-01-16T06:00:00,LOC005,null,3.08,grader,bucket,intermediate,pending
T01163,trenching,active,medium,114.9,2,2026-01-11T06:00:00,LOC010,null,2.86,excavator,grapple,advanced,active
T01164,loading,setup,heavy,79.5,1,2026-01-08T06:00:00,LOC005,null,1.58,loader,ripper,intermediate,completed
T01165,grading,active,medium,497.4,5,2026-01-20T06:00:00,LOC002,null,2.43,grader,hammer,intermediate,pending
T01166,excavation,wrap_up,medium,214.0,5,2026-01-24T06:00:00,LOC005,null,2.31,excavator,bucket,advanced,blocked
T01167,hauling,active,medium,34.5,1,2026-01-29T06:00:00,LOC007,null,3.76,hauler,blade,novice,pending
T01168,loading,active,medium,83.8,2,2026-01-07T06:00:00,LOC009,null,2.01,loader,hammer,advanced,pending
T01169,trenching,active,light,103.3,3,2026-01-23T06:00:00,LOC008,null,3.11,excavator,hammer,advanced,pending
T01170,loading,wrap_up,medium,74.7,1,2026-01-03T06:00:00,LOC006,null,4.92,loader,bucket,novice,active
T01171,trenching,setup,medium,144.6,1,2026-01-14T06:00:00,LOC005,null,0.99,excavator,hammer,intermediate,pending
T01172,stockpiling,active,heavy,252.1,1,2026-01-26T06:00:00,LOC009,null,1.87,loader,bucket,advanced,active
T01173,loading,active,heavy,36.0,2,2026-01-13T06:00:00,LOC002,null,1.62,loader,bucket,intermediate,completed
T01174,excavation,active,medium,352.0,2,2026-01-24T06:00:00,LOC010,null,1.8,excavator,blade,novice,active
T01175,loading,setup,heavy,16.1,1,2026-01-15T06:00:00,LOC005,null,3.8,loader,grapple,advanced,pending
T01176,loading,active,medium,30.4,3,2026-01-02T06:00:00,LOC001,null,0.11,loader,hammer,intermediate,pending
T01177,stockpiling,active,medium,202.5,2,2026-01-17T06:00:00,LOC001,T00039,3.2,loader,hammer,novice,completed
T01178,excavation,active,light,351.1,4,2026-01-30T06:00:00,LOC010,null,2.5,excavator,hammer,novice,pending
T01179,loading,active,medium,76.6,3,2026-01-11T06:00:00,LOC007,null,3.4,loader,hammer,intermediate,active
T01180,excavation,active,heavy,499.1,5,2026-01-17T06:00:00,LOC001,null,3.65,excavator,grapple,novice,pending
T01181,excavation,active,medium,403.0,2,2026-01-20T06:00:00,LOC007,null,3.51,excavator,hammer,novice,active
T01182,excavation,setup,light,311.1,1,2026-01-20T06:00:00,LOC001,null,1.41,excavator,grapple,intermediate,active
T01183,stockpiling,setup,heavy,261.5,5,2026-01-26T06:00:00,LOC007,null,2.72,loader,grapple,intermediate,active
T01184,hauling,setup,light,16.3,1,2026-01-08T06:00:00,LOC003,null,4.47,hauler,blade,novice,pending
T01185,excavation,active,medium,478.3,5,2026-01-08T06:00:00,LOC010,null,4.2,excavator,ripper,advanced,pending
T01186,trenching,active,light,27.0,4,2026-01-23T06:00:00,LOC003,null,3.47,excavator,hammer,intermediate,active
T01187,loading,setup,light,65.8,3,2026-01-02T06:00:00,LOC006,null,4.17,loader,grapple,intermediate,blocked
T01188,loading,setup,heavy,11.0,5,2026-01-23T06:00:00,LOC003,null,0.85,loader,grapple,intermediate,completed
T01189,excavation,active,medium,222.4,5,2026-01-19T06:00:00,LOC010,null,0.6,excavator,hammer,intermediate,active
T01190,loading,active,heavy,46.5,4,2026-01-15T06:00:00,LOC001,null,4.48,loader,hammer,novice,blocked
T01191,loading,active,heavy,70.1,5,2026-01-26T06:00:00,LOC010,null,2.26,loader,hammer,advanced,completed
T01192,grading,active,medium,773.2,1,2026-01-27T06:00:00,LOC006,null,4.18,grader,hammer,intermediate,active
T01193,excavation,wrap_up,medium,453.0,5,2026-01-24T06:00:00,LOC010,null,1.86,excavator,hammer,advanced,active
T01194,trenching,active,medium,45.6,2,2026-01-13T06:00:00,LOC009,null,2.66,excavator,grapple,intermediate,completed
T01195,loading,active,medium,78.1,5,2026-01-14T06:00:00,LOC001,T00524,3.85,loader,bucket,intermediate,active
