training_id,operator_id,trigger_event_id,issue_type,attribution_type,confidence,lesson_id,lesson_type,quiz_score_before,quiz_score_after,before_metric,after_metric,improvement_pct,escalation_state,completed_timestamp
TR00721,OP1001,SE00742,seatbelt_compliance,operator-driven,0.901,L002,quiz_only,7,7,0.674,0.957,28.3,first_trigger,2026-01-03T06:00:00
TR00722,OP1028,SE00843,seatbelt_compliance,mixed,0.836,L002,quiz_only,7,7,0.627,0.811,18.4,first_trigger,2026-02-14T06:00:00
TR00723,OP1007,SE00674,efficient_loading,mixed,0.868,L004,scenario,7,8,0.67,0.788,11.8,first_trigger,2026-02-14T06:00:00
TR00724,OP1009,SE00229,seatbelt_compliance,operator-driven,0.766,L002,quiz_only,4,10,0.623,0.743,11.9,first_trigger,2026-01-17T06:00:00
TR00725,OP1018,SE00571,fuel_efficiency,operator-driven,0.75,L005,scenario,7,7,0.722,0.727,0.5,first_trigger,2026-02-10T06:00:00
TR00726,OP1020,SE00602,efficient_loading,operator-driven,0.803,L004,quiz_only,6,7,0.651,0.749,9.8,first_trigger,2026-02-16T06:00:00
TR00727,OP1023,SE01173,seatbelt_compliance,mixed,0.832,L002,scenario,3,6,0.692,0.777,8.5,first_trigger,2026-01-24T06:00:00
TR00728,OP1021,SE00668,seatbelt_compliance,mixed,0.787,L002,scenario,6,8,0.564,0.614,5.1,first_trigger,2026-02-24T06:00:00
TR00729,OP1022,SE01319,fuel_efficiency,mixed,0.759,L005,scenario,3,10,0.359,0.582,22.3,second_trigger,2026-02-17T06:00:00
TR00730,OP1024,SE00932,efficient_loading,mixed,0.928,L004,scenario,5,7,0.369,0.548,17.9,escalated_to_supervisor,2026-01-18T06:00:00
TR00731,OP1027,SE01040,fuel_efficiency,operator-driven,0.668,L005,scenario,7,6,0.455,0.527,7.2,first_trigger,2026-01-16T06:00:00
TR00732,OP1027,SE01246,swing_zone_awareness,mixed,0.897,L003,quiz_only,7,6,0.573,0.836,26.3,first_trigger,2026-01-07T06:00:00
TR00733,OP1001,SE01251,swing_zone_awareness,mixed,0.755,L003,micro_lesson,4,6,0.491,0.697,20.5,first_trigger,2026-01-02T06:00:00
TR00734,OP1024,SE00069,efficient_loading,mixed,0.929,L004,micro_lesson,6,10,0.683,0.735,5.2,first_trigger,2026-01-12T06:00:00
TR00735,OP1021,SE00274,efficient_loading,mixed,0.714,L004,quiz_only,3,10,0.407,0.494,8.7,first_trigger,2026-01-14T06:00:00
TR00736,OP1011,SE01026,fuel_efficiency,mixed,0.846,L005,scenario,6,10,0.33,0.533,20.3,escalated_to_supervisor,2026-01-27T06:00:00
TR00737,OP1002,SE00905,seatbelt_compliance,operator-driven,0.673,L002,micro_lesson,6,5,0.626,0.644,1.8,second_trigger,2026-02-01T06:00:00
TR00738,OP1021,SE00254,seatbelt_compliance,operator-driven,0.679,L002,quiz_only,6,8,0.737,0.802,6.5,first_trigger,2026-02-09T06:00:00
TR00739,OP1017,SE00034,fuel_efficiency,mixed,0.944,L005,micro_lesson,7,7,0.558,0.685,12.6,first_trigger,2026-02-10T06:00:00
TR00740,OP1023,SE01435,idle_reduction,operator-driven,0.802,L001,quiz_only,5,5,0.393,0.629,23.5,first_trigger,2026-01-10T06:00:00
TR00741,OP1010,SE00737,idle_reduction,mixed,0.652,L001,quiz_only,6,10,0.465,0.474,0.9,first_trigger,2026-02-02T06:00:00
TR00742,OP1028,SE00527,swing_zone_awareness,mixed,0.783,L003,quiz_only,4,9,0.392,0.666,27.4,second_trigger,2026-02-28T06:00:00
TR00743,OP1011,SE00402,seatbelt_compliance,mixed,0.66,L002,quiz_only,3,6,0.368,0.406,3.8,first_trigger,2026-01-08T06:00:00
TR00744,OP1018,SE00954,fuel_efficiency,mixed,0.784,L005,scenario,5,10,0.612,0.859,24.7,second_trigger,2026-01-03T06:00:00
TR00745,OP1029,SE01165,efficient_loading,operator-driven,0.787,L004,micro_lesson,6,9,0.684,0.944,26.0,first_trigger,2026-01-05T06:00:00
TR00746,OP1025,SE00221,fuel_efficiency,operator-driven,0.905,L005,micro_lesson,7,5,0.338,0.592,25.4,second_trigger,2026-01-20T06:00:00
TR00747,OP1009,SE01049,idle_reduction,mixed,0.729,L001,scenario,3,6,0.689,0.717,2.8,first_trigger,2026-02-06T06:00:00
TR00748,OP1012,SE00364,seatbelt_compliance,mixed,0.735,L002,scenario,4,9,0.612,0.69,7.8,first_trigger,2026-01-26T06:00:00
TR00749,OP1019,SE00851,efficient_loading,operator-driven,0.666,L004,scenario,6,10,0.387,0.436,5.0,first_trigger,2026-02-07T06:00:00
TR00750,OP1016,SE00512,swing_zone_awareness,mixed,0.798,L003,scenario,4,10,0.403,0.681,27.8,first_trigger,2026-01-27T06:00:00
