session_id,task_id,operator_id,machine_id,start_timestamp,end_timestamp,task_type,task_phase,workload,target_output,priority,machine_condition,attachment_type,engine_hours,engine_load_pct,load_cycles,soil_material,soil_moisture_pct,soil_hardness_index,site_slope_deg,surface_type,congestion_level,travel_distance_km,rain_mm,temperature_c,heat_index_c,visibility_m,dust_level,day_night,shift_elapsed_min,operator_cumulative_hours,recent_idle_ratio,recent_load_ratio,recent_incident_count,actual_task_duration_min,actual_fuel_used_l,actual_idle_time_min,actual_cycle_count,data_source,synthetic_flag,data_quality_confidence
S000080,T00065,OP1028,EXC004,2026-01-06T04:32:26,2026-01-06T06:33:03,loading,active,heavy,25.1,1,good,hammer,3790.0,82.9,83,mixed,35.7,0.409,11.8,wet,high,4.32,4.05,24.4,26.4,4029.0,low,night,0.0,17904.4,0.2488,0.7189,1,120.61,46.04,29.16,83,synthetic,True,0.85
S000081,T00112,OP1008,EXC005,2026-01-06T06:11:09,2026-01-06T07:39:48,loading,active,medium,79.8,4,poor,hammer,4290.0,67.9,97,rock,28.3,0.906,14.1,rocky,high,1.95,0.72,15.8,17.8,3976.0,low,day,11.0,25582.4,0.1536,0.5104,1,88.66,22.07,12.78,97,synthetic,True,0.85
S000082,T00862,OP1007,EXC002,2026-01-06T08:15:45,2026-01-06T09:24:51,excavation,wrap_up,medium,388.6,1,fair,ripper,3950.0,61.7,53,rock,16.5,0.88,2.4,soft,medium,0.98,0.0,34.7,34.7,1695.0,low,day,135.0,21041.2,0.2516,0.5303,0,69.1,10.82,16.91,53,synthetic,True,0.85
S000083,T00137,OP1012,EXC007,2026-01-06T09:28:06,2026-01-06T11:34:21,grading,active,heavy,307.6,4,poor,grapple,3915.0,85.3,130,gravel,64.1,0.575,8.6,soft,medium,2.55,0.0,28.2,28.2,1459.0,low,day,208.0,18079.0,0.115,0.7899,0,126.25,44.02,12.68,130,synthetic,True,0.85
S000084,T00048,OP1009,EXC002,2026-01-06T11:29:48,2026-01-06T12:31:31,grading,active,light,512.4,4,fair,blade,3950.0,45.4,80,rock,21.9,0.872,11.3,wet,medium,0.85,3.58,37.2,39.2,4857.0,low,day,329.0,26382.6,0.1442,0.4125,2,61.72,6.5,8.4,80,synthetic,True,0.85
S000085,T00348,OP1007,EXC001,2026-01-06T12:21:25,2026-01-06T13:18:16,grading,setup,medium,409.3,3,good,grapple,3905.0,71.1,43,gravel,64.1,0.575,8.6,soft,medium,1.69,0.0,34.6,34.6,3527.0,low,day,381.0,20970.3,0.1861,0.6453,1,56.85,10.21,11.2,43,synthetic,True,0.85
S000086,T00915,OP1004,EXC008,2026-01-06T13:33:38,2026-01-06T15:17:00,excavation,active,heavy,477.4,1,good,hammer,4805.0,78.8,71,gravel,64.1,0.575,8.6,soft,medium,2.43,0.87,20.3,22.3,4924.0,low,day,453.0,24672.8,0.121,0.8037,1,103.37,31.18,10.55,71,synthetic,True,0.85
S000087,T00262,OP1025,EXC010,2026-01-06T15:58:04,2026-01-06T18:12:50,grading,wrap_up,heavy,502.6,2,good,hammer,5000.0,81.1,134,rock,28.3,0.906,14.1,rocky,high,4.88,0.0,36.7,36.7,1822.0,low,day,598.0,14472.3,0.1715,0.8781,0,134.77,43.95,24.09,134,synthetic,True,0.85
S000088,T00283,OP1020,EXC010,2026-01-06T17:06:21,2026-01-06T18:30:33,loading,active,heavy,37.0,5,good,ripper,5000.0,77.9,88,rock,21.9,0.872,11.3,wet,medium,2.83,0.01,19.2,21.2,4575.0,low,day,666.0,22513.2,0.1203,0.8336,0,84.21,23.34,8.44,88,synthetic,True,0.85
S000089,T01061,OP1030,EXC003,2026-01-06T18:56:17,2026-01-06T19:59:36,hauling,wrap_up,medium,26.8,4,poor,grapple,4055.0,54.2,45,mixed,35.7,0.409,11.8,wet,high,0.58,0.0,38.2,38.2,3465.0,low,day,776.0,20813.1,0.2992,0.5654,1,63.31,15.54,19.04,45,synthetic,True,0.85
S000090,T01349,OP1012,EXC006,2026-01-06T20:02:09,2026-01-06T23:16:15,trenching,wrap_up,medium,101.3,4,poor,bucket,3970.0,64.7,201,rock,21.9,0.872,11.3,wet,medium,4.87,0.0,31.0,31.0,231.0,medium,night,842.0,18025.4,0.1002,0.625,2,194.1,53.58,17.14,201,synthetic,True,0.85
S000091,T01032,OP1012,EXC003,2026-01-06T21:38:20,2026-01-06T22:32:44,loading,wrap_up,heavy,93.5,2,poor,hammer,4055.0,85.9,57,sand,79.3,0.142,9.0,paved,low,2.58,0.0,27.6,27.6,3898.0,low,night,938.0,18074.0,0.0572,0.9182,1,54.39,17.86,3.62,57,synthetic,True,0.85
S000092,T00571,OP1009,EXC001,2026-01-06T23:15:21,2026-01-07T01:50:47,trenching,wrap_up,heavy,123.0,4,good,hammer,3905.0,86.5,197,mixed,35.7,0.409,11.8,wet,high,2.95,0.0,28.7,28.7,2151.0,low,night,1035.0,26462.5,0.1643,0.8954,0,155.42,27.04,26.02,197,synthetic,True,0.85
S000093,T00207,OP1029,EXC001,2026-01-07T00:44:43,2026-01-07T01:29:44,excavation,setup,light,296.9,5,good,ripper,3905.0,38.2,52,gravel,64.1,0.575,8.6,soft,medium,0.9,0.5,38.4,40.4,3536.0,low,night,0.0,28338.9,0.1833,0.322,2,45.01,8.02,8.02,52,synthetic,True,0.85
S000094,T00875,OP1004,EXC006,2026-01-07T02:27:22,2026-01-07T03:25:00,excavation,setup,light,186.3,5,poor,blade,3970.0,37.0,40,mixed,71.5,0.761,10.1,rocky,low,0.96,0.0,17.2,17.2,583.0,low,night,0.0,24762.9,0.1017,0.3537,0,57.63,14.39,6.2,40,synthetic,True,0.85
S000095,T00526,OP1028,EXC003,2026-01-07T03:03:01,2026-01-07T04:05:34,loading,wrap_up,medium,19.1,1,poor,bucket,4055.0,70.4,44,gravel,64.1,0.575,8.6,soft,medium,4.67,0.0,23.4,23.4,1201.0,low,night,0.0,17924.9,0.1555,0.6419,1,62.54,24.07,9.58,44,synthetic,True,0.85
S000096,T00043,OP1001,EXC006,2026-01-07T05:08:28,2026-01-07T05:36:19,loading,active,light,24.5,1,poor,hammer,3970.0,37.6,19,sand,79.3,0.142,9.0,paved,low,4.45,0.0,20.2,20.2,4045.0,low,night,0.0,28372.5,0.0764,0.2545,0,27.84,5.4,2.2,19,synthetic,True,0.85
S000097,T01144,OP1027,EXC002,2026-01-07T06:00:19,2026-01-07T07:39:40,grading,active,medium,422.2,5,fair,ripper,3950.0,63.3,60,rock,21.9,0.872,11.3,wet,medium,3.81,0.0,23.7,23.7,698.0,low,day,0.0,6503.2,0.2511,0.6422,1,99.34,27.08,25.31,60,synthetic,True,0.85
S000098,T00146,OP1023,EXC009,2026-01-07T08:10:34,2026-01-07T09:33:24,grading,active,medium,192.5,5,good,hammer,4810.0,66.4,60,rock,42.1,0.735,1.4,paved,high,3.06,0.0,25.5,25.5,3040.0,low,day,130.0,3614.9,0.1807,0.5984,2,82.83,9.87,15.37,60,synthetic,True,0.85
S000099,T00945,OP1017,EXC009,2026-01-07T09:55:54,2026-01-07T11:07:20,excavation,active,medium,160.6,4,good,hammer,4810.0,70.7,55,gravel,44.4,0.382,3.3,soft,high,0.47,0.0,25.0,25.0,3220.0,low,day,235.0,19110.8,0.246,0.5723,1,71.43,8.04,17.12,55,synthetic,True,0.85
S000100,T00990,OP1009,EXC003,2026-01-07T10:48:44,2026-01-07T12:04:58,excavation,active,medium,124.4,1,poor,ripper,4055.0,66.6,97,mixed,71.5,0.761,10.1,rocky,low,2.46,0.0,26.8,26.8,2039.0,low,day,288.0,26321.3,0.1128,0.5172,2,76.24,13.15,7.73,97,synthetic,True,0.85
S000101,T00078,OP1018,EXC009,2026-01-07T12:50:05,2026-01-07T13:37:58,loading,wrap_up,medium,39.6,5,good,bucket,4810.0,62.7,27,gravel,64.1,0.575,8.6,soft,medium,2.88,0.0,39.7,39.7,2791.0,low,day,410.0,18738.8,0.1737,0.6254,1,47.88,6.6,8.55,27,synthetic,True,0.85
S000102,T00804,OP1004,EXC004,2026-01-07T13:38:28,2026-01-07T14:33:46,excavation,active,medium,415.4,5,good,hammer,3790.0,68.3,39,mixed,71.5,0.761,10.1,rocky,low,3.94,0.38,28.5,30.5,3615.0,low,day,458.0,24666.8,0.0942,0.6741,1,55.3,15.51,5.99,39,synthetic,True,0.85
S000103,T00230,OP1002,EXC002,2026-01-07T15:03:38,2026-01-07T16:13:11,loading,active,light,57.7,2,fair,ripper,3950.0,38.6,53,rock,28.3,0.906,14.1,rocky,high,2.92,0.0,30.0,30.0,769.0,low,day,543.0,16997.9,0.0977,0.3748,0,69.55,8.32,7.1,53,synthetic,True,0.85
S000104,T01442,OP1023,EXC006,2026-01-07T17:25:56,2026-01-07T19:10:46,loading,active,medium,13.1,4,poor,hammer,3970.0,60.9,76,rock,21.9,0.872,11.3,wet,medium,4.07,0.0,37.2,37.2,4915.0,low,day,685.0,3486.5,0.1558,0.5934,2,104.83,20.79,15.85,76,synthetic,True,0.85
S000105,T01472,OP1002,EXC007,2026-01-07T18:05:52,2026-01-07T19:58:19,stockpiling,active,medium,171.2,4,poor,ripper,3915.0,61.2,88,rock,18.0,0.794,14.9,soft,medium,3.64,0.0,15.7,15.7,826.0,low,day,725.0,16991.7,0.05,0.5534,2,112.44,23.8,7.53,88,synthetic,True,0.85
S000106,T00004,OP1028,EXC001,2026-01-07T19:48:13,2026-01-07T21:29:16,trenching,active,medium,115.7,3,good,hammer,3905.0,61.5,66,rock,21.9,0.872,11.3,wet,medium,2.05,0.0,28.1,28.1,932.0,low,night,828.0,17856.3,0.1648,0.5262,0,101.04,26.83,16.1,66,synthetic,True,0.85
S000107,T00190,OP1020,EXC007,2026-01-07T21:45:07,2026-01-08T00:22:04,excavation,active,heavy,270.0,1,poor,hammer,3915.0,83.6,161,rock,18.0,0.794,14.9,soft,medium,4.95,0.0,23.7,23.7,3110.0,low,night,945.0,22520.8,0.1501,0.8746,2,156.95,72.85,21.55,161,synthetic,True,0.85
S000108,T01304,OP1001,EXC007,2026-01-07T22:44:14,2026-01-08T01:16:01,trenching,active,heavy,88.3,2,poor,ripper,3915.0,89.3,103,gravel,44.4,0.382,3.3,soft,high,1.84,0.0,18.8,18.8,2770.0,low,night,1004.0,28344.4,0.1188,0.8117,0,151.79,48.24,20.35,103,synthetic,True,0.85
S000109,T00610,OP1019,EXC008,2026-01-08T00:14:14,2026-01-08T02:07:16,trenching,wrap_up,medium,97.9,2,good,grapple,4805.0,60.8,126,gravel,64.1,0.575,8.6,soft,medium,2.81,4.11,15.0,17.0,3994.0,low,night,0.0,33770.3,0.2111,0.5553,0,113.05,25.92,23.18,126,synthetic,True,0.85
S000110,T01326,OP1013,EXC001,2026-01-08T02:03:43,2026-01-08T02:33:02,hauling,active,medium,23.9,3,good,ripper,3905.0,75.2,19,sand,79.3,0.142,9.0,paved,low,4.47,0.0,26.3,26.3,1429.0,low,night,0.0,24435.5,0.1336,0.6201,2,29.33,3.34,4.13,19,synthetic,True,0.85
S000111,T00940,OP1023,EXC003,2026-01-08T03:23:20,2026-01-08T04:02:49,hauling,wrap_up,medium,18.7,5,poor,ripper,4055.0,70.6,28,sand,79.3,0.142,9.0,paved,low,4.59,1.74,22.3,24.3,2928.0,low,night,0.0,3561.0,0.0916,0.56,2,39.48,7.07,4.29,28,synthetic,True,0.85
S000112,T00105,OP1019,EXC003,2026-01-08T04:53:22,2026-01-08T06:12:32,hauling,active,medium,22.6,2,poor,blade,4055.0,58.8,88,rock,28.3,0.906,14.1,rocky,high,3.78,0.0,25.8,25.8,3017.0,low,night,0.0,33779.6,0.2274,0.5282,2,79.16,39.07,17.66,88,synthetic,True,0.85
S000113,T00405,OP1023,EXC005,2026-01-08T06:20:53,2026-01-08T08:37:32,excavation,active,heavy,219.0,3,poor,bucket,4290.0,81.1,97,mixed,71.5,0.761,10.1,rocky,low,0.9,0.0,19.0,19.0,4045.0,low,day,20.0,3435.5,0.1246,0.8408,0,136.64,33.22,17.51,97,synthetic,True,0.85
S000114,T00016,OP1019,EXC006,2026-01-08T07:52:03,2026-01-08T08:41:31,hauling,wrap_up,medium,38.4,2,poor,hammer,3970.0,60.4,53,gravel,64.1,0.575,8.6,soft,medium,3.3,0.0,31.3,31.3,1719.0,low,day,112.0,33769.9,0.2246,0.5151,2,49.47,14.24,10.51,53,synthetic,True,0.85
S000115,T00646,OP1018,EXC004,2026-01-08T09:17:22,2026-01-08T11:06:52,trenching,active,medium,48.3,1,good,bucket,3790.0,68.7,63,rock,21.9,0.872,11.3,wet,medium,4.3,0.0,19.8,19.8,3057.0,low,day,197.0,18616.5,0.1769,0.5952,0,109.51,17.76,20.33,63,synthetic,True,0.85
S000116,T01033,OP1010,EXC001,2026-01-08T10:42:18,2026-01-08T11:59:26,excavation,active,medium,170.1,4,good,hammer,3905.0,61.0,58,rock,18.0,0.794,14.9,soft,medium,0.21,0.0,39.8,39.8,3410.0,low,day,282.0,23362.9,0.1723,0.6455,0,77.13,9.53,11.83,58,synthetic,True,0.85
S000117,T00825,OP1012,EXC006,2026-01-08T12:53:31,2026-01-08T13:40:54,hauling,active,light,17.6,5,poor,blade,3970.0,43.2,50,mixed,35.7,0.409,11.8,wet,high,3.31,0.0,33.2,33.2,1715.0,low,day,413.0,18154.4,0.0855,0.3566,0,47.38,7.91,3.76,50,synthetic,True,0.85
S000118,T00910,OP1024,EXC003,2026-01-08T13:51:56,2026-01-08T14:45:05,hauling,setup,heavy,31.9,4,poor,grapple,4055.0,76.3,80,sand,79.3,0.142,9.0,paved,low,0.67,0.0,39.4,39.4,1041.0,low,day,471.0,23883.3,0.1562,0.8555,0,53.14,16.99,8.97,80,synthetic,True,0.85
S000119,T00553,OP1025,EXC002,2026-01-08T15:29:58,2026-01-08T17:56:20,excavation,active,heavy,374.4,3,fair,grapple,3950.0,89.4,145,rock,21.9,0.872,11.3,wet,medium,1.89,0.0,37.3,37.3,2071.0,low,day,569.0,14538.6,0.0995,0.8611,2,146.36,35.9,16.76,145,synthetic,True,0.85
S000120,T01388,OP1017,EXC010,2026-01-08T16:38:53,2026-01-08T17:21:23,loading,active,medium,14.4,4,good,grapple,5000.0,60.6,32,mixed,71.5,0.761,10.1,rocky,low,0.95,0.0,15.6,15.6,469.0,medium,day,638.0,19260.5,0.1283,0.651,2,42.5,5.14,6.23,32,synthetic,True,0.85
S000121,T00943,OP1011,EXC001,2026-01-08T18:25:53,2026-01-08T19:12:30,loading,active,medium,72.9,3,good,hammer,3905.0,62.9,60,rock,42.1,0.735,1.4,paved,high,0.82,0.41,30.5,32.5,3415.0,low,day,745.0,33622.2,0.1764,0.5969,2,46.61,8.49,7.5,60,synthetic,True,0.85
S000122,T01260,OP1011,EXC002,2026-01-08T19:54:58,2026-01-08T20:40:12,grading,active,light,646.7,3,fair,ripper,3950.0,45.4,56,rock,42.1,0.735,1.4,paved,high,2.17,0.0,30.7,30.7,3006.0,low,night,834.0,33596.9,0.1324,0.2468,0,45.22,6.22,6.28,56,synthetic,True,0.85
S000123,T00402,OP1005,EXC009,2026-01-08T21:41:34,2026-01-08T23:19:43,trenching,active,light,181.3,2,good,blade,4810.0,37.0,77,mixed,35.7,0.409,11.8,wet,high,2.66,0.0,15.5,15.5,2055.0,low,night,941.0,28922.6,0.2088,0.3112,2,98.15,18.27,20.5,77,synthetic,True,0.85
S000124,T00534,OP1013,EXC005,2026-01-08T23:17:19,2026-01-09T01:05:13,excavation,active,medium,71.6,1,poor,blade,4290.0,65.5,77,rock,18.0,0.794,14.9,soft,medium,2.02,0.0,25.0,25.0,4692.0,low,night,1037.0,24493.5,0.2275,0.6143,2,107.89,20.4,25.11,77,synthetic,True,0.85
S000125,T00678,OP1010,EXC007,2026-01-09T00:59:57,2026-01-09T03:15:37,stockpiling,active,heavy,133.0,3,poor,grapple,3915.0,80.3,107,mixed,35.7,0.409,11.8,wet,high,0.23,0.0,26.8,26.8,1777.0,low,night,0.0,23382.0,0.1918,0.8769,1,135.66,33.72,26.63,107,synthetic,True,0.85
S000126,T00561,OP1018,EXC001,2026-01-09T01:32:09,2026-01-09T03:59:10,excavation,setup,heavy,288.1,5,good,hammer,3905.0,78.7,87,mixed,35.7,0.409,11.8,wet,high,4.18,3.74,24.3,26.3,3085.0,low,night,0.0,18733.6,0.2138,0.8793,0,147.01,33.46,32.25,87,synthetic,True,0.85
S000127,T01295,OP1028,EXC010,2026-01-09T03:55:20,2026-01-09T04:52:17,excavation,active,medium,60.0,4,good,blade,5000.0,60.6,38,mixed,71.5,0.761,10.1,rocky,low,1.5,0.0,21.1,21.1,2196.0,low,night,0.0,17974.5,0.1032,0.663,0,56.95,15.46,6.62,38,synthetic,True,0.85
S000128,T00891,OP1016,EXC009,2026-01-09T04:55:54,2026-01-09T05:18:47,loading,active,light,62.3,1,good,grapple,4810.0,33.0,31,sand,79.3,0.142,9.0,paved,low,3.95,0.0,32.6,32.6,871.0,low,night,0.0,22357.1,0.2378,0.3383,2,22.89,2.42,4.99,31,synthetic,True,0.85
S000129,T00906,OP1024,EXC008,2026-01-09T06:31:18,2026-01-09T08:08:10,trenching,active,medium,107.6,2,good,hammer,4805.0,57.1,145,rock,21.9,0.872,11.3,wet,medium,2.87,0.0,21.8,21.8,2112.0,low,day,31.0,23874.4,0.2207,0.6351,0,96.88,21.29,22.27,145,synthetic,True,0.85
S000130,T00884,OP1004,EXC007,2026-01-09T08:00:26,2026-01-09T09:18:09,grading,active,heavy,637.2,3,poor,hammer,3915.0,83.1,54,sand,79.3,0.142,9.0,paved,low,1.48,0.0,16.4,16.4,1202.0,low,day,120.0,24842.3,0.1257,0.9129,1,77.72,31.66,10.43,54,synthetic,True,0.85
S000131,T00076,OP1027,EXC007,2026-01-09T09:14:16,2026-01-09T12:06:06,stockpiling,active,heavy,164.6,5,poor,ripper,3915.0,89.3,100,rock,18.0,0.794,14.9,soft,medium,4.86,0.0,36.3,36.3,2788.0,low,day,194.0,6550.2,0.3146,0.8925,0,171.84,80.59,54.17,100,synthetic,True,0.85
S000132,T00928,OP1020,EXC001,2026-01-09T11:05:31,2026-01-09T12:03:05,grading,active,medium,738.6,4,good,ripper,3905.0,70.4,59,mixed,71.5,0.761,10.1,rocky,low,2.5,0.0,31.1,31.1,1274.0,low,day,305.0,22641.5,0.1114,0.5986,1,57.57,11.0,6.05,59,synthetic,True,0.85
S000133,T01332,OP1016,EXC008,2026-01-09T12:02:31,2026-01-09T12:46:46,grading,active,light,302.9,3,good,ripper,4805.0,43.0,58,mixed,71.5,0.761,10.1,rocky,low,1.07,0.0,39.2,39.2,1024.0,low,day,362.0,22463.1,0.2064,0.3482,1,44.24,5.17,9.12,58,synthetic,True,0.85
S000134,T00561,OP1022,EXC006,2026-01-09T14:11:25,2026-01-09T17:46:25,excavation,setup,heavy,288.1,5,poor,bucket,3970.0,91.3,137,mixed,35.7,0.409,11.8,wet,high,4.18,0.0,31.1,31.1,3062.0,low,day,491.0,3658.1,0.2306,0.8752,2,215.0,74.43,52.7,137,synthetic,True,0.85
S000135,T00327,OP1019,EXC010,2026-01-09T15:05:42,2026-01-09T16:11:21,loading,active,heavy,90.1,1,good,grapple,5000.0,89.3,73,gravel,64.1,0.575,8.6,soft,medium,1.28,0.0,24.4,24.4,2590.0,low,day,545.0,33710.6,0.1916,0.8826,2,65.64,22.67,11.31,73,synthetic,True,0.85
S000136,T00381,OP1011,EXC004,2026-01-09T17:20:33,2026-01-09T18:13:10,hauling,active,heavy,34.4,4,good,bucket,3790.0,88.2,66,gravel,44.4,0.382,3.3,soft,high,3.66,0.0,31.8,31.8,3004.0,low,day,680.0,33574.1,0.2085,0.8183,0,52.62,16.0,10.06,66,synthetic,True,0.85
S000137,T00283,OP1022,EXC006,2026-01-09T18:42:30,2026-01-09T20:43:25,loading,active,heavy,37.0,5,poor,blade,3970.0,85.6,75,rock,21.9,0.872,11.3,wet,medium,2.83,0.0,26.2,26.2,3182.0,low,day,762.0,3649.6,0.1553,0.8991,1,120.92,43.8,20.21,75,synthetic,True,0.85
S000138,T00421,OP1014,EXC010,2026-01-09T20:00:00,2026-01-09T20:29:32,loading,active,light,73.3,4,good,ripper,5000.0,46.8,32,rock,16.5,0.88,2.4,soft,medium,1.29,0.22,39.7,41.7,540.0,low,night,840.0,34575.4,0.0529,0.3313,1,29.53,2.62,1.72,32,synthetic,True,0.85
S000139,T00403,OP1011,EXC007,2026-01-09T21:48:33,2026-01-09T23:35:05,trenching,active,light,149.6,5,poor,bucket,3915.0,34.2,139,rock,21.9,0.872,11.3,wet,medium,1.08,0.0,39.1,39.1,4959.0,low,night,948.0,33664.2,0.185,0.3239,0,106.53,23.66,17.01,139,synthetic,True,0.85
S000140,T00106,OP1030,EXC009,2026-01-09T23:19:04,2026-01-10T01:37:11,excavation,active,medium,156.2,3,good,hammer,4810.0,64.8,96,rock,28.3,0.906,14.1,rocky,high,4.66,0.0,29.4,29.4,305.0,medium,night,1039.0,20791.2,0.3417,0.6423,1,138.12,37.36,45.49,96,synthetic,True,0.85
S000141,T00833,OP1016,EXC005,2026-01-10T00:29:38,2026-01-10T01:25:25,loading,active,light,92.3,4,poor,hammer,4290.0,40.3,72,mixed,35.7,0.409,11.8,wet,high,0.13,0.0,18.4,18.4,3521.0,low,night,0.0,22444.3,0.322,0.3399,2,55.77,7.75,18.07,72,synthetic,True,0.85
S000142,T01229,OP1019,EXC005,2026-01-10T02:21:08,2026-01-10T03:46:56,grading,active,medium,691.0,5,poor,grapple,4290.0,67.1,95,gravel,44.4,0.382,3.3,soft,high,4.76,0.0,18.6,18.6,4098.0,low,night,0.0,33816.1,0.2466,0.6048,0,85.8,29.62,21.37,95,synthetic,True,0.85
S000143,T00951,OP1001,EXC003,2026-01-10T03:07:10,2026-01-10T04:54:15,grading,wrap_up,medium,806.2,4,poor,ripper,4055.0,64.3,74,rock,21.9,0.872,11.3,wet,medium,1.2,0.0,39.8,39.8,2845.0,low,night,0.0,28318.3,0.122,0.5912,0,107.09,29.14,13.88,74,synthetic,True,0.85
S000144,T00975,OP1016,EXC004,2026-01-10T05:01:13,2026-01-10T05:44:05,loading,active,medium,24.2,3,good,bucket,3790.0,67.2,56,rock,21.9,0.872,11.3,wet,medium,0.57,0.0,38.1,38.1,3378.0,low,night,0.0,22424.7,0.2437,0.565,2,42.87,7.4,10.91,56,synthetic,True,0.85
S000145,T00180,OP1003,EXC005,2026-01-10T06:30:43,2026-01-10T07:29:08,stockpiling,setup,medium,218.5,3,poor,ripper,4290.0,60.2,78,sand,79.3,0.142,9.0,paved,low,2.35,0.0,29.3,29.3,2385.0,low,day,30.0,17862.7,0.0096,0.6762,2,58.42,19.54,1.17,78,synthetic,True,0.85
S000146,T00983,OP1001,EXC010,2026-01-10T07:58:10,2026-01-10T09:16:05,stockpiling,active,medium,50.3,1,good,hammer,5000.0,62.6,56,rock,28.3,0.906,14.1,rocky,high,2.55,0.0,19.2,19.2,1698.0,low,day,118.0,28425.4,0.1426,0.5209,2,77.92,19.35,11.51,56,synthetic,True,0.85
S000147,T00068,OP1026,EXC004,2026-01-10T09:15:53,2026-01-10T09:49:58,stockpiling,active,medium,266.3,4,good,ripper,3790.0,64.8,39,sand,79.3,0.142,9.0,paved,low,4.38,0.0,28.9,28.9,4902.0,low,day,195.0,20176.1,0.1835,0.6166,1,34.07,6.83,6.39,39,synthetic,True,0.85
S000148,T01065,OP1010,EXC006,2026-01-10T10:55:33,2026-01-10T11:48:43,grading,active,light,653.2,3,poor,hammer,3970.0,33.9,40,rock,16.5,0.88,2.4,soft,medium,2.59,1.35,38.6,40.6,1239.0,low,day,295.0,23276.5,0.1875,0.2614,2,53.18,5.85,9.04,40,synthetic,True,0.85
S000149,T01221,OP1001,EXC010,2026-01-10T12:18:35,2026-01-10T13:50:21,trenching,active,medium,183.4,5,good,bucket,5000.0,67.8,62,gravel,64.1,0.575,8.6,soft,medium,3.2,0.0,22.4,22.4,4133.0,low,day,378.0,28437.7,0.1357,0.5911,2,91.77,20.71,12.68,62,synthetic,True,0.85
S000150,T01118,OP1030,EXC003,2026-01-10T13:45:44,2026-01-10T15:11:36,excavation,wrap_up,medium,285.5,1,poor,hammer,4055.0,69.4,57,gravel,44.4,0.382,3.3,soft,high,1.92,0.0,29.6,29.6,2422.0,low,day,465.0,20890.6,0.3074,0.5712,2,85.87,21.91,26.57,57,synthetic,True,0.85
S000151,T01421,OP1021,EXC003,2026-01-10T15:44:42,2026-01-10T17:00:05,hauling,active,medium,48.6,2,poor,blade,4055.0,61.5,81,rock,42.1,0.735,1.4,paved,high,2.53,0.0,26.2,26.2,4358.0,low,day,584.0,4180.6,0.2526,0.5594,1,75.39,25.0,18.73,81,synthetic,True,0.85
S000152,T01109,OP1030,EXC004,2026-01-10T16:40:42,2026-01-10T17:21:49,excavation,active,medium,131.8,2,good,ripper,3790.0,65.0,28,sand,79.3,0.142,9.0,paved,low,3.93,1.14,24.9,26.9,1780.0,low,day,640.0,20844.9,0.202,0.5424,1,41.12,7.3,8.84,28,synthetic,True,0.85
S000153,T00445,OP1008,EXC007,2026-01-10T18:08:00,2026-01-10T20:34:35,trenching,active,medium,44.6,5,poor,blade,3915.0,70.7,158,rock,21.9,0.872,11.3,wet,medium,2.51,0.0,24.2,24.2,2532.0,low,day,728.0,25662.0,0.0892,0.552,1,146.59,38.01,13.8,158,synthetic,True,0.85
S000154,T00787,OP1024,EXC004,2026-01-10T20:22:04,2026-01-10T21:11:36,stockpiling,active,medium,112.2,5,good,blade,3790.0,62.0,76,gravel,44.4,0.382,3.3,soft,high,4.42,0.0,36.0,36.0,3109.0,low,night,862.0,23805.8,0.2318,0.5804,0,49.53,9.05,11.6,76,synthetic,True,0.85
S000155,T01470,OP1023,EXC001,2026-01-10T21:24:11,2026-01-10T23:04:25,trenching,setup,light,69.8,4,good,ripper,3905.0,41.7,71,gravel,44.4,0.382,3.3,soft,high,1.68,0.0,25.8,25.8,3130.0,low,night,924.0,3528.5,0.1765,0.3201,2,100.23,7.92,17.19,71,synthetic,True,0.85
S000156,T00610,OP1023,EXC007,2026-01-10T22:54:07,2026-01-11T01:41:18,trenching,wrap_up,medium,97.9,2,poor,bucket,3915.0,61.2,120,gravel,64.1,0.575,8.6,soft,medium,2.81,0.0,22.1,22.1,403.0,medium,night,1014.0,3450.4,0.12,0.5149,0,167.17,26.81,19.83,120,synthetic,True,0.85
S000157,T00745,OP1024,EXC009,2026-01-11T00:04:03,2026-01-11T01:13:09,excavation,active,heavy,407.0,1,good,hammer,4810.0,79.2,104,sand,79.3,0.142,9.0,paved,low,0.8,0.0,23.7,23.7,509.0,low,night,0.0,23843.5,0.1176,0.9307,2,69.1,16.86,8.56,104,synthetic,True,0.85
S000158,T01063,OP1001,EXC002,2026-01-11T02:17:07,2026-01-11T03:12:11,hauling,active,heavy,10.0,1,fair,ripper,3950.0,93.5,38,rock,42.1,0.735,1.4,paved,high,3.06,0.0,21.5,21.5,4531.0,low,night,0.0,28261.7,0.1115,0.8089,2,55.07,18.27,6.57,38,synthetic,True,0.85
S000159,T00727,OP1013,EXC005,2026-01-11T03:11:09,2026-01-11T04:42:10,loading,wrap_up,medium,79.2,3,poor,bucket,4290.0,65.7,67,mixed,71.5,0.761,10.1,rocky,low,3.97,6.47,28.6,30.6,289.0,medium,night,0.0,24485.1,0.1499,0.5555,0,91.0,17.02,12.09,67,synthetic,True,0.85
S000160,T00118,OP1011,EXC002,2026-01-11T04:44:59,2026-01-11T05:34:50,stockpiling,active,light,43.6,5,fair,grapple,3950.0,33.3,65,gravel,44.4,0.382,3.3,soft,high,1.6,0.04,28.2,30.2,353.0,medium,night,0.0,33627.7,0.1941,0.2689,1,49.85,6.71,8.86,65,synthetic,True,0.85
